product_id,unit_price,unit_cost
475,19,17.1
476,27,24.3
477,45,40.5
478,5,4.5
479,19,17.1
480,6,5.4
481,25,22.5
482,27,24.3
483,21,18.9
484,23,20.7
485,11,9.9
486,11,9.9
487,8,7.2
488,25,22.5
489,49,44.1
490,11,9.9
491,7,6.3
492,12,10.8
493,7,6.3
494,34,30.6
495,43,38.7
496,33,29.7
497,21,18.9
498,11,9.9
499,11,9.9
500,45,40.5
501,29,26.1
502,47,42.3
503,46,41.4
504,9,8.1
505,25,22.5
506,44,39.6
507,23,20.7
508,23,20.7
509,17,15.3
510,27,24.3
511,7,6.3
512,34,30.6
513,14,12.6
514,15,13.5
515,46,41.4
516,24,21.6
517,45,40.5
518,47,42.3
519,42,37.8
520,45,40.5
521,8,7.2
522,34,30.6
523,48,43.2
524,24,21.6
525,9,8.1
526,30,27
527,15,13.5
528,8,7.2
529,20,18
530,5,4.5
531,44,39.6
532,46,41.4
533,6,5.4
534,47,42.3
535,15,13.5
536,42,37.8
537,46,41.4
538,43,38.7
539,30,27
540,14,12.6
541,42,37.8
542,22,19.8
543,18,16.2
544,43,38.7
545,44,39.6
546,6,5.4
547,21,18.9
548,11,9.9
549,5,4.5
550,5,4.5
551,24,21.6
552,42,37.8
553,27,24.3
554,13,11.7
555,42,37.8
556,21,18.9
557,10,9
558,5,4.5
559,8,7.2
560,17,15.3
561,37,33.3
562,11,9.9
563,36,32.4
564,6,5.4
565,12,10.8
566,41,36.9
567,11,9.9
568,34,30.6
569,40,36
570,25,22.5
571,7,6.3
572,33,29.7
573,47,42.3
574,36,32.4
575,21,18.9
576,48,43.2
577,17,15.3
578,46,41.4
579,10,9
580,49,44.1
581,6,5.4
582,23,20.7
583,31,27.9
584,41,36.9
585,44,39.6
586,12,10.8
587,33,29.7
588,25,22.5
589,17,15.3
590,7,6.3
591,38,34.2
592,44,39.6
593,9,8.1
594,24,21.6
595,23,20.7
596,16,14.4
597,42,37.8
598,34,30.6
599,33,29.7
600,15,13.5
601,47,42.3
602,23,20.7
603,49,44.1
604,42,37.8
605,8,7.2
606,47,42.3
607,40,36
608,40,36
609,17,15.3
610,12,10.8
611,22,19.8
612,34,30.6
613,9,8.1
614,11,9.9
615,42,37.8
616,46,41.4
617,40,36
618,25,22.5
619,39,35.1
620,31,27.9
621,12,10.8
622,43,38.7
623,37,33.3
624,32,28.8
625,21,18.9
626,47,42.3
627,44,39.6
628,19,17.1
629,50,45
630,27,24.3
631,29,26.1
632,24,21.6
633,23,20.7
634,12,10.8
635,28,25.2
636,19,17.1
637,31,27.9
638,44,39.6
639,37,33.3
640,12,10.8
641,39,35.1
642,33,29.7
643,13,11.7
644,42,37.8
645,10,9
646,24,21.6
647,38,34.2
648,38,34.2
649,48,43.2
650,20,18
651,30,27
652,47,42.3
653,7,6.3
654,9,8.1
655,21,18.9
656,14,12.6
657,20,18
658,37,33.3
659,19,17.1
660,10,9
661,26,23.4
662,25,22.5
663,19,17.1
664,40,36
665,7,6.3
666,30,27
667,21,18.9
668,36,32.4
669,15,13.5
670,31,27.9
671,5,4.5
672,25,22.5
673,14,12.6
674,31,27.9
675,37,33.3
676,35,31.5
677,49,44.1
678,7,6.3
679,42,37.8
680,40,36
681,49,44.1
682,37,33.3
683,18,16.2
684,26,23.4
685,20,18
686,49,44.1
687,45,40.5
688,13,11.7
689,26,23.4
690,7,6.3
691,22,19.8
692,38,34.2
693,37,33.3
694,45,40.5
695,5,4.5
696,37,33.3
697,37,33.3
698,23,20.7
699,46,41.4
700,16,14.4
701,28,25.2
702,22,19.8
703,25,22.5
704,37,33.3
705,35,31.5
706,38,34.2
707,19,17.1
708,16,14.4
709,12,10.8
710,13,11.7
711,40,36
712,46,41.4
713,10,9
714,29,26.1
715,14,12.6
716,13,11.7
717,50,45
718,9,8.1
719,50,45
720,35,31.5
721,38,34.2
722,29,26.1
723,13,11.7
724,21,18.9
725,11,9.9
726,12,10.8
727,36,32.4
728,20,18
729,26,23.4
730,25,22.5
731,32,28.8
732,45,40.5
733,41,36.9
734,47,42.3
735,42,37.8
736,46,41.4
737,23,20.7
738,46,41.4
739,49,44.1
740,32,28.8
741,44,39.6
742,21,18.9
743,19,17.1
744,16,14.4
745,17,15.3
746,8,7.2
747,26,23.4
748,42,37.8
749,29,26.1
750,10,9
751,16,14.4
752,15,13.5
753,23,20.7
754,36,32.4
755,37,33.3
756,15,13.5
757,49,44.1
758,38,34.2
759,25,22.5
760,24,21.6
761,43,38.7
762,43,38.7
763,5,4.5
764,30,27
765,30,27
766,46,41.4
767,15,13.5
768,10,9
769,18,16.2
770,40,36
771,9,8.1
772,35,31.5
773,5,4.5
774,32,28.8
775,39,35.1
776,41,36.9
777,35,31.5
778,14,12.6
779,49,44.1
780,19,17.1
781,47,42.3
782,5,4.5
783,7,6.3
784,8,7.2
785,12,10.8
786,26,23.4
787,49,44.1
788,49,44.1
789,28,25.2
790,7,6.3
791,23,20.7
792,37,33.3
793,46,41.4
794,38,34.2
795,40,36
796,12,10.8
797,9,8.1
798,19,17.1
799,17,15.3
800,38,34.2
801,48,43.2
802,20,18
803,36,32.4
804,38,34.2
805,34,30.6
806,14,12.6
807,30,27
808,18,16.2
809,7,6.3
810,32,28.8
811,49,44.1
812,28,25.2
813,27,24.3
814,35,31.5
815,18,16.2
816,5,4.5
817,16,14.4
818,44,39.6
819,33,29.7
820,21,18.9
821,19,17.1
822,48,43.2
823,8,7.2
824,32,28.8
825,25,22.5
826,22,19.8
827,14,12.6
828,40,36
829,11,9.9
830,21,18.9
831,41,36.9
832,11,9.9
833,42,37.8
834,38,34.2
835,5,4.5
836,8,7.2
837,15,13.5
838,24,21.6
839,26,23.4
840,38,34.2
841,22,19.8
842,15,13.5
843,13,11.7
844,6,5.4
845,45,40.5
846,16,14.4
847,39,35.1
848,6,5.4
849,9,8.1
850,41,36.9
851,40,36
852,50,45
853,24,21.6
854,26,23.4
855,40,36
856,43,38.7
857,39,35.1
858,26,23.4
859,28,25.2
860,26,23.4
861,33,29.7
862,45,40.5
863,31,27.9
864,7,6.3
865,9,8.1
866,41,36.9
867,13,11.7
868,26,23.4
869,44,39.6
870,30,27
871,24,21.6
872,43,38.7
873,20,18
874,6,5.4
875,42,37.8
876,12,10.8
877,24,21.6
878,50,45
879,19,17.1
880,28,25.2
881,40,36
882,22,19.8
883,26,23.4
884,27,24.3
885,23,20.7
886,38,34.2
887,16,14.4
888,44,39.6
889,10,9
890,13,11.7
891,38,34.2
892,14,12.6
893,37,33.3
894,36,32.4
895,47,42.3
896,5,4.5
897,47,42.3
898,42,37.8
899,36,32.4
900,8,7.2
901,19,17.1
902,26,23.4
903,28,25.2
904,19,17.1
905,14,12.6
906,16,14.4
907,22,19.8
908,5,4.5
909,27,24.3
910,35,31.5
911,14,12.6
912,6,5.4
913,22,19.8
914,17,15.3
915,40,36
916,36,32.4
917,30,27
918,37,33.3
919,33,29.7
920,44,39.6
921,50,45
922,40,36
923,21,18.9
924,14,12.6
925,25,22.5
926,36,32.4
927,27,24.3
928,13,11.7
929,42,37.8
930,17,15.3
931,49,44.1
932,42,37.8
933,41,36.9
934,5,4.5
935,47,42.3
936,11,9.9
937,33,29.7
938,42,37.8
939,12,10.8
940,41,36.9
941,23,20.7
942,50,45
943,33,29.7
944,27,24.3
945,14,12.6
946,50,45
947,49,44.1
948,17,15.3
949,10,9
950,50,45
951,11,9.9
952,8,7.2
953,50,45
954,44,39.6
955,7,6.3
956,50,45
957,5,4.5
958,39,35.1
959,15,13.5
960,35,31.5
961,34,30.6
962,24,21.6
963,10,9
964,24,21.6
965,27,24.3
966,22,19.8
967,9,8.1
968,25,22.5
969,33,29.7
970,15,13.5
971,47,42.3
972,10,9
973,33,29.7
974,28,25.2
975,17,15.3
976,41,36.9
977,49,44.1
978,25,22.5
979,24,21.6
980,25,22.5
981,17,15.3
982,31,27.9
983,49,44.1
984,31,27.9
985,45,40.5
986,21,18.9
987,21,18.9
988,46,41.4
989,9,8.1
990,23,20.7
991,39,35.1
992,41,36.9
993,27,24.3
994,10,9
995,44,39.6
996,50,45
997,16,14.4
998,10,9
999,9,8.1
1000,20,18
1001,15,13.5
1002,18,16.2
1003,31,27.9
1004,23,20.7
1005,16,14.4
1006,14,12.6
1007,25,22.5
1008,31,27.9
1009,5,4.5
1010,29,26.1
1011,28,25.2
1012,15,13.5
1013,10,9
1014,38,34.2
1015,43,38.7
1016,10,9
1017,37,33.3
1018,49,44.1
1019,25,22.5
1020,28,25.2
1021,48,43.2
1022,47,42.3
1023,39,35.1
1024,27,24.3
1025,29,26.1
1026,15,13.5
1027,29,26.1
1028,38,34.2
1029,14,12.6
1030,26,23.4
1031,10,9
1032,25,22.5
1033,19,17.1
1034,38,34.2
1035,35,31.5
1036,28,25.2
1037,37,33.3
1038,47,42.3
1039,7,6.3
1040,34,30.6
1041,38,34.2
1042,17,15.3
1043,44,39.6
1044,30,27
1045,23,20.7
1046,5,4.5
1047,50,45
1048,41,36.9
1049,16,14.4
1050,16,14.4
1051,23,20.7
1052,16,14.4
1053,25,22.5
1054,23,20.7
1055,25,22.5
1056,41,36.9
1057,45,40.5
1058,41,36.9
1059,30,27
1060,39,35.1
1061,34,30.6
1062,21,18.9
1063,18,16.2
1064,43,38.7
1065,36,32.4
1066,19,17.1
1067,12,10.8
1068,31,27.9
1069,44,39.6
1070,21,18.9
1071,7,6.3
1072,17,15.3
1073,18,16.2
1074,21,18.9
1075,5,4.5
1076,11,9.9
1077,23,20.7
1078,15,13.5
1079,48,43.2
1080,15,13.5
1081,47,42.3
1082,49,44.1
1083,36,32.4
1084,42,37.8
1085,9,8.1
1086,25,22.5
1087,29,26.1
1088,30,27
1089,33,29.7
1090,13,11.7
1091,36,32.4
1092,50,45
1093,10,9
1094,8,7.2
1095,24,21.6
1096,23,20.7
1097,6,5.4
1098,11,9.9
1099,24,21.6
1100,12,10.8
1101,34,30.6
1102,5,4.5
1103,9,8.1
1104,42,37.8
1105,25,22.5
1106,11,9.9
1107,45,40.5
1108,41,36.9
1109,30,27
1110,27,24.3
1111,16,14.4
1112,8,7.2
1113,42,37.8
1114,15,13.5
1115,8,7.2
1116,10,9
1117,9,8.1
1118,22,19.8
1119,24,21.6
1120,44,39.6
1121,33,29.7
1122,17,15.3
1123,6,5.4
1124,7,6.3
1125,44,39.6
1126,32,28.8
1127,49,44.1
1128,36,32.4
1129,47,42.3
1130,38,34.2
1131,36,32.4
1132,48,43.2
1133,32,28.8
1134,20,18
1135,33,29.7
1136,20,18
1137,16,14.4
1138,34,30.6
1139,5,4.5
1140,20,18
1141,20,18
1142,39,35.1
1143,41,36.9
1144,29,26.1
1145,21,18.9
1146,22,19.8
1147,13,11.7
1148,7,6.3
1149,18,16.2
1150,46,41.4
1151,9,8.1
1152,23,20.7
1153,46,41.4
1154,36,32.4
1155,30,27
1156,48,43.2
1157,37,33.3
1158,30,27
1159,40,36
1160,38,34.2
1161,37,33.3
1162,36,32.4
1163,38,34.2
1164,23,20.7
1165,14,12.6
1166,31,27.9
1167,36,32.4
1168,48,43.2
1169,10,9
1170,13,11.7
1171,25,22.5
1172,16,14.4
1173,22,19.8
1174,22,19.8
1175,15,13.5
1176,47,42.3
1177,25,22.5
1178,17,15.3
1179,8,7.2
1180,17,15.3
1181,26,23.4
1182,33,29.7
1183,9,8.1
1184,39,35.1
1185,35,31.5
1186,7,6.3
1187,27,24.3
1188,30,27
1189,31,27.9
1190,19,17.1
1191,23,20.7
1192,49,44.1
1193,31,27.9
1194,26,23.4
1195,24,21.6
1196,47,42.3
1197,30,27
1198,41,36.9
1199,24,21.6
1200,43,38.7
1201,23,20.7
1202,27,24.3
1203,23,20.7
1204,19,17.1
1205,9,8.1
1206,22,19.8
1207,44,39.6
1208,20,18
1209,23,20.7
1210,13,11.7
1211,27,24.3
1212,49,44.1
1213,28,25.2
1214,29,26.1
1215,22,19.8
1216,22,19.8
1217,15,13.5
1218,10,9
1219,22,19.8
1220,49,44.1
1221,39,35.1
1222,13,11.7
1223,15,13.5
1224,15,13.5
1225,35,31.5
1226,14,12.6
1227,48,43.2
1228,44,39.6
1229,33,29.7
1230,29,26.1
1231,6,5.4
1232,22,19.8
1233,36,32.4
1234,48,43.2
1235,19,17.1
1236,21,18.9
1237,21,18.9
1238,37,33.3
1239,35,31.5
1240,38,34.2
1241,31,27.9
1242,34,30.6
1243,12,10.8
1244,41,36.9
1245,43,38.7
1246,11,9.9
1247,26,23.4
1248,14,12.6
1249,12,10.8
1250,19,17.1
1251,14,12.6
1252,50,45
1253,33,29.7
1254,15,13.5
1255,21,18.9
1256,31,27.9
1257,40,36
1258,24,21.6
1259,33,29.7
1260,11,9.9
1261,13,11.7
1262,11,9.9
1263,50,45
1264,13,11.7
1265,5,4.5
1266,14,12.6
1267,28,25.2
1268,8,7.2
1269,9,8.1
1270,12,10.8
1271,49,44.1
1272,46,41.4
1273,24,21.6
1274,7,6.3
1275,5,4.5
1276,10,9
1277,7,6.3
1278,42,37.8
1279,14,12.6
1280,7,6.3
1281,36,32.4
1282,34,30.6
1283,44,39.6
1284,16,14.4
1285,9,8.1
1286,47,42.3
1287,12,10.8
1288,26,23.4
1289,34,30.6
1290,49,44.1
1291,50,45
1292,12,10.8
1293,50,45
1294,47,42.3
1295,31,27.9
1296,17,15.3
1297,20,18
1298,25,22.5
1299,8,7.2
1300,20,18
1301,35,31.5
1302,41,36.9
1303,19,17.1
1304,10,9
1305,7,6.3
1306,31,27.9
1307,18,16.2
1308,29,26.1
1309,50,45
1310,24,21.6
1311,43,38.7
1312,42,37.8
1313,6,5.4
1314,38,34.2
1315,33,29.7
1316,16,14.4
1317,24,21.6
1318,7,6.3
1319,14,12.6
1320,18,16.2
1321,38,34.2
1322,24,21.6
1323,45,40.5
1324,10,9
1325,5,4.5
1326,50,45
1327,14,12.6
1328,17,15.3
1329,46,41.4
1330,23,20.7
1331,38,34.2
1332,48,43.2
1333,5,4.5
1334,6,5.4
1335,17,15.3
1336,10,9
1337,14,12.6
1338,30,27
1339,31,27.9
1340,18,16.2
1341,41,36.9
1342,33,29.7
1343,47,42.3
1344,23,20.7
1345,17,15.3
1346,11,9.9
1347,43,38.7
1348,48,43.2
1349,17,15.3
1350,43,38.7
1351,36,32.4
1352,11,9.9
1353,24,21.6
1354,38,34.2
1355,27,24.3
1356,16,14.4
1357,36,32.4
1358,44,39.6
1359,18,16.2
1360,34,30.6
1361,46,41.4
1362,44,39.6
1363,19,17.1
1364,7,6.3
1365,19,17.1
1366,27,24.3
1367,43,38.7
1368,32,28.8
1369,27,24.3
1370,32,28.8
1371,30,27
1372,24,21.6
1373,14,12.6
1374,20,18
1375,24,21.6
1376,5,4.5
1377,49,44.1
1378,6,5.4
1379,18,16.2
1380,33,29.7
1381,25,22.5
1382,34,30.6
1383,21,18.9
1384,23,20.7
1385,35,31.5
1386,22,19.8
1387,16,14.4
1388,11,9.9
1389,31,27.9
1390,23,20.7
1391,27,24.3
1392,37,33.3
1393,38,34.2
1394,13,11.7
1395,15,13.5
1396,40,36
1397,16,14.4
1398,28,25.2
1399,21,18.9
1400,42,37.8
1401,28,25.2
1402,10,9
1403,14,12.6
1404,5,4.5
1405,30,27
1406,36,32.4
1407,14,12.6
1408,25,22.5
1409,46,41.4
1410,11,9.9
1411,11,9.9
1412,22,19.8
1413,27,24.3
1414,49,44.1
1415,31,27.9
1416,27,24.3
1417,39,35.1
1418,30,27
1419,30,27
1420,26,23.4
1421,14,12.6
1422,30,27
1423,9,8.1
1424,38,34.2
1425,38,34.2
1426,37,33.3
1427,34,30.6
1428,29,26.1
1429,48,43.2
1430,43,38.7
1431,29,26.1
1432,50,45
1433,44,39.6
1434,14,12.6
1435,8,7.2
1436,24,21.6
1437,30,27
1438,24,21.6
1439,40,36
1440,37,33.3
1441,50,45
1442,38,34.2
1443,45,40.5
1444,6,5.4
1445,6,5.4
1446,50,45
1447,24,21.6
1448,12,10.8
1449,19,17.1
1450,10,9
1451,15,13.5
1452,47,42.3
1453,5,4.5
1454,8,7.2
1455,6,5.4
1456,40,36
1457,16,14.4
1458,37,33.3
1459,7,6.3
1460,7,6.3
1461,28,25.2
1462,5,4.5
1463,41,36.9
1464,22,19.8
1465,47,42.3
1466,30,27
1467,27,24.3
1468,45,40.5
1469,22,19.8
1470,8,7.2
1471,8,7.2
1472,45,40.5
1473,39,35.1
1474,31,27.9
1475,10,9
1476,14,12.6
1477,39,35.1
1478,6,5.4
1479,44,39.6
1480,14,12.6
1481,20,18
1482,19,17.1
1483,36,32.4
1484,36,32.4
1485,6,5.4
1486,11,9.9
1487,14,12.6
1488,27,24.3
1489,16,14.4
1490,23,20.7
1491,6,5.4
1492,17,15.3
1493,7,6.3
1494,32,28.8
1495,50,45
1496,16,14.4
1497,27,24.3
1498,48,43.2
1499,6,5.4
1500,49,44.1
1501,5,4.5
1502,29,26.1
1503,34,30.6
1504,22,19.8
1505,30,27
1506,41,36.9
1507,14,12.6
1508,27,24.3
1509,35,31.5
1510,44,39.6
1511,33,29.7
1512,42,37.8
1513,34,30.6
1514,22,19.8
1515,16,14.4
1516,8,7.2
1517,46,41.4
1518,14,12.6
1519,10,9
1520,30,27
1521,24,21.6
1522,40,36
1523,25,22.5
1524,48,43.2
1525,9,8.1
1526,33,29.7
1527,15,13.5
1528,44,39.6
1529,10,9
1530,17,15.3
1531,20,18
1532,42,37.8
1533,44,39.6
1534,27,24.3
1535,37,33.3
1536,34,30.6
1537,7,6.3
1538,11,9.9
1539,7,6.3
1540,9,8.1
1541,31,27.9
1542,43,38.7
1543,29,26.1
1544,14,12.6
1545,44,39.6
1546,8,7.2
1547,13,11.7
1548,18,16.2
1549,39,35.1
1550,26,23.4
1551,30,27
1552,25,22.5
1553,46,41.4
1554,5,4.5
1555,31,27.9
1556,26,23.4
1557,40,36
1558,11,9.9
1559,30,27
1560,43,38.7
1561,41,36.9
1562,15,13.5
1563,11,9.9
1564,8,7.2
1565,8,7.2
1566,38,34.2
1567,13,11.7
1568,31,27.9
1569,35,31.5
1570,25,22.5
1571,50,45
1572,21,18.9
1573,20,18
1574,28,25.2
1575,20,18
1576,7,6.3
1577,44,39.6
1578,6,5.4
1579,40,36
1580,32,28.8
1581,21,18.9
1582,33,29.7
1583,13,11.7
1584,49,44.1
1585,29,26.1
1586,6,5.4
1587,42,37.8
1588,23,20.7
1589,32,28.8
1590,34,30.6
1591,44,39.6
1592,50,45
1593,15,13.5
1594,23,20.7
1595,30,27
1596,28,25.2
1597,29,26.1
1598,45,40.5
1599,41,36.9
1600,24,21.6
1601,19,17.1
1602,16,14.4
1603,17,15.3
1604,21,18.9
1605,32,28.8
1606,37,33.3
1607,6,5.4
1608,9,8.1
1609,11,9.9
1610,23,20.7
1611,19,17.1
1612,43,38.7
1613,44,39.6
1614,18,16.2
1615,48,43.2
1616,44,39.6
1617,31,27.9
1618,28,25.2
1619,41,36.9
1620,12,10.8
1621,38,34.2
1622,50,45
1623,46,41.4
1624,27,24.3
1625,26,23.4
1626,31,27.9
1627,41,36.9
1628,12,10.8
1629,18,16.2
1630,12,10.8
1631,25,22.5
1632,33,29.7
1633,45,40.5
1634,47,42.3
1635,6,5.4
1636,44,39.6
1637,23,20.7
1638,49,44.1
1639,47,42.3
1640,33,29.7
1641,38,34.2
1642,20,18
1643,31,27.9
1644,48,43.2
1645,49,44.1
1646,9,8.1
1647,5,4.5
1648,35,31.5
1649,21,18.9
1650,26,23.4
1651,45,40.5
1652,36,32.4
1653,34,30.6
1654,14,12.6
1655,16,14.4
1656,6,5.4
1657,47,42.3
1658,49,44.1
1659,38,34.2
1660,7,6.3
1661,36,32.4
1662,36,32.4
1663,8,7.2
1664,12,10.8
1665,8,7.2
1666,10,9
1667,10,9
1668,5,4.5
1669,12,10.8
1670,14,12.6
1671,26,23.4
1672,10,9
1673,8,7.2
1674,23,20.7
1675,33,29.7
1676,41,36.9
1677,27,24.3
1678,18,16.2
1679,36,32.4
1680,30,27
1681,50,45
1682,9,8.1
1683,32,28.8
1684,33,29.7
1685,32,28.8
1686,25,22.5
1687,44,39.6
1688,44,39.6
1689,34,30.6
1690,49,44.1
1691,21,18.9
1692,9,8.1
1693,12,10.8
1694,12,10.8
1695,22,19.8
1696,42,37.8
1697,22,19.8
1698,45,40.5
1699,42,37.8
1700,37,33.3
1701,16,14.4
1702,30,27
1703,48,43.2
1704,36,32.4
1705,49,44.1
